room,idx,original,translated,comments
57,34,"The floor's nice and shiny. Even if it wasn't, you don't have the spare to work on it.","_____ ____ ______. _____ __ ___ __ ____, ___ __ __ ____ _____ ____.",
57,35,The floor's nice and shiny.,_____ ____ ______.,
57,36,Just what you thought - waxey build-up. You'd be ashamed if you were in charge of this floor.,_____ __ _____ - _______ _____. ____ ______ __ ____ _____ __ _____ ____.,
57,37,It smells waxey.,__ _____ ______.,
57,38,No result is forthcoming.,___ ______.,
57,39,This is almost certainly a cheap Sarien knock-off of the genuine Cleanse-O-Matic Rinse 'n Dip used to launder the crew uniforms aboard the Arcada.,______ ____ _____ _____ ______ ___ __ _____ _________ ____ _____ _______ ___ ____ __ ___ _____ __ _____ ______.,
57,40,Quit goofing off and do something useful!,_____ ______ _____ ____ _____ ___ _____!,
57,41,A faint miasma of Hijax liquid detergent hovers in the air near the machine.,____ ______ ______ __ ____ _____ _____ ______ ______ _____ ______.,
57,42,That's of no help.,__ ___ _____.,
57,43,Whoa... what a ride!,____... ____ _____!,
57,44,"Uh, oh! You hear someone coming.",__ __! ___ ____ _____ _____.,
57,45,"Darn static cling! Hey, look at that! By the most amazing stroke of luck, you've traded in your extremely conspicuous Xenon space suit for a Sarien officer's uniform complete with helmet.","____ ____ ____! __, ____ __ __! __ ____ ___ ___, _____ ______ __ _____ ____ _______ ______ ___ _____ ___ ____ ______ ______ ______ ____.",
57,46,"Searching the pockets of your newly found disguise, you find the number of possessions you were packing has been greatly reduced. In fact, lost in that limbo void to where socks and baseballs disappear is everything but the data cartridge.","_____ ___ ______ _____ _______ _____, ___ ____ __ ___ ____ __ _____ _____ _____ _____. _____, ___ ___ ______ _____ _____ __ ______ _____ __ _______ ____ ______ _______.",
57,47,"Searching the pockets of your newly found disguise, you find the number of possessions you were packing has been greatly reduced. In fact, everything was lost in that limbo void to where socks and baseballs disappear except one lucky buckazoid.","_____ ___ ______ _____ _______ _____, ___ ____ __ ___ ____ __ _____ _____ _____ _____. _____, ___ ___ ______ _____ _____ __ ______ _____ __ _______ ____ _______ ___ __ ___.",
57,48,It sounds like someone is approaching this room!,____ ______ ____ _____ __ _____ ____ ____ ____ ___!,
57,49,You hear footsteps approaching. You only have seconds to do something!,___ ____ _____ _______. __ __ _____ ______ _____ ____!,
57,50,This vent is shut tight. You don't think anything short of kicking it from the other side could get it open.,___ _______ ____ ______. ____ _____ ____ ____ ___ ___ __ _____ _____ ____.,
57,51,You can't seem to reach the vent from here,__ ____ ____ _____ _____ ____ _______ ____.,
570,0,You decide not to get the magnetic widget near the data cartridge.,___ _____ __ ____ __ _____ ______ _______ _______.,
570,1,You don't want to put the magnetic widget next to the keycard.,____ ____ _____ __ _____ ______ _____ ______ ____.,
570,2,It would be unwise to put the magnetic widget anywhere near this.,__ ____ __ ___ _____ __ _____ ______ ______.,
570,3,The widget won't go into the kit.,_____ __ ____ _____.,
570,4,"The knife, being made of ferrous metal, sticks to the magnetic widget.","_____, ______ _____ ____ _____, _____ _____ ______.",
570,5,"Now the widget is wet. It won't make any difference, though.","___ _____ ____. __ ___ ____, ___'_.",
570,6,Tapping on the glass with the widget doesn't hold your attention for long.,_____ __ _______ __ _____ __ ____ ____ _____ ___.,
570,7,Tapping on the rock with the widget proves unrewarding.,_____ __ ____ __ _____ __ ____ ___.,
570,8,The widget touches the orat part and comes away with some sticky red stuff on it.,_____ ____ _____ _____ _____ _____ __ ____ ____ _____ __ ___ ____.,
570,9,"The keys, being made of brass, will not stick to the magnetic widget.","_______, ___ _____ ______ ______ ____, __ _____ _____ ______.",
570,10,Touching your money with the widget produces no visible effect.,_____ ____ __ _____ __ ____ ______ ______ ____.,
570,11,"You amuse yourself for a few moments sticking the magnetic widget to the jet pack and pulling it off again. Now, back to the game.","____ ___ ____ ___ ______ ______ _____ ______ ______ ______ ________ _____. ___, _____ _____.",
570,12,,,
570,13,,,
570,14,,,
570,15,,,
570,16,The widget touches the plant and comes away with a bit of sticky residue.,_____ ____ ____ ______ _____ __ ______ ______.,
570,17,"The widget makes a great paperweight for your coupon, but that's about it.","_____ ____ ______ _____ ________, ___ __ ___ ____ __ ____.",
570,18,"The widget makes a great paperweight for your coupon, but that's about it.","_____ ____ ______ _____ ________, ___ __ ___ ____ __ ____.",
570,19,,,
571,0,Putting the plant on the cartridge doesn't seem worth the effort somehow.,____ ____ __ _______ __ _____ ____ __ _______ ____ __.,
571,1,Why would you want a sticky keycard?,___ _____ _____ _____ ____?,
571,2,You'll get your gadget all sticky if you do that.,____ _____ ____ ____ __ ____ __ __.,
571,3,The kit won't hold your plant sample.,_____ __ ____ __ ______ ____.,
571,4,"You ask yourself why you are putting the plant on the knife. Finally you answer honestly, `I don't know.'","___ ____ __ ____ ____ ___ __ __ ____ __ _____. _____ ___ ____ _____, '___ __ ___'.",
571,5,Putting the plant in water won't help it now.,______ ____ ____ __ _____ __ _____.,
571,6,The shiny glass reflects the plant nicely.,_______ _______ _____ __ _____ ____.,
571,7,"You put the plant on the rock, but it does not take root.","___ ____ __ ____ __ ____, __ ___ __ ___ ____.",
571,8,"Now you've got orat bodily fluids all over your plant sample. But then, who can tell?","_____ __ __ _____ ___ _______ __ __ _____ ____. ____ _____, __ _____ _____?",
571,9,You can find no valid reason to gunk up the key to your ride.,____ ____ ____ ______ ______ ____ ____ ___.,
571,10,You touch the plant to your money. Now you have sticky money.,___ ____ __ ____ ____. _____ __ __ ___ ____.,
571,11,You smear the gooey plant all over the jetpack. You have achieved a landmark in mess-making.,___ ____ __ ____ _____ __ __ ____ _____ ______. ____ _____ ___ ______ ____.,
571,12,,,
571,13,,,
571,14,,,
571,15,Why would you want a sticky widget?,___ _____ ____ ____?,
571,16,,,
571,17,You now have sticky coupons.,__ __ _____ _______ ______.,
571,18,You now have sticky coupons.,__ __ _____ _______ ______.,
571,19,,,
572,0,Putting the coupons on the cartridge seems like a dumb idea.,____ ________ __ _______ _____ ___ _____ __ ____.,
572,1,"You already have the keycard, a discount won't help.","___ __ __ _____ _____, ____ __ _____.",
572,2,Touching the gadget with the coupon produces no visible effect.,_____ _____ __ ______ __ ____ ______ ________.,
572,3,The coupon has no effect on the kit.,______ __ _____ __ _____.,
572,4,"You touch the knife with the coupon, but because the knife is closed, nothing much happens.","___ ____ _____ __ ______, __ ____ ______ _____, __ ____ ___ ___ ____ ____.",
572,5,Now you have a soggy coupon.,___ __ __ _____ ____ ____.,
572,6,You suddenly feel like touching the glass with the coupon might just be a waste of time.,___ ____ _____ __ _____ _______ __ ______ ____ __ ____ ______ _____ __ ___.,
572,7,,,
572,8,,,
572,9,,,
572,10,Putting the coupon on your money does not increase its value one bit.,_____ ______ __ ____ __ ____ __ ____ ____ __.,
572,11,The coupon sits on the jet pack Nothing further happens.,______ ____ __ _____ ______ _____ __ ____.,
572,12,,,
572,13,,,
572,14,,,
572,15,You touch the coupon to the widget. The results are pretty much what you expected.,___ ____ __ ______ _____. _______ ____ _____ ___ ______ ____.,
572,16,You now have gooey coupons.,_____ __ _______ _______.,
572,17,,,
572,18,,,
572,19,,,
573,0,Putting the coupons on the cartridge seems like a dumb idea.,____ ________ __ _______ _____ ___ _____ __ ____.,
573,1,"You already have the keycard, a discount won't help.","___ __ __ _____ _____, ____ __ _____.",
573,2,Touching the gadget with the coupon produces no visible effect.,_____ _____ __ ______ __ ____ ______ ________.,
573,3,The coupon has no effect on the kit.,______ __ _____ __ _____.,
573,4,"You touch the knife with the coupon, but because the knife is closed, nothing much happens.","___ ____ _____ __ ______, __ ____ ______ _____, __ ____ ___ ___ ____ ____.",
573,5,Now you have a soggy coupon.,___ __ __ _____ ____ ____.,
573,6,You suddenly feel like touching the glass with the coupon might just be a waste of time.,___ ____ _____ __ _____ _______ __ ______ ____ __ ____ ______ _____ __ ___.,
573,7,,,
573,8,,,
573,9,,,
573,10,Putting the coupon on your money does not increase its value one bit.,_____ ______ __ ____ __ ____ __ ____ ____ __.,
573,11,The coupon sits on the jet pack Nothing further happens.,______ ____ __ _____ ______ _____ __ ____.,
573,12,,,
573,13,,,
573,14,,,
573,15,You touch the coupon to the widget. The results are pretty much what you expected.,___ ____ __ ______ _____. _______ ____ _____ ___ ______ ____.,
573,16,You now have gooey coupons.,_____ __ _______ _______.,
573,17,,,
573,18,,,
573,19,,,
58,0,You can't get that from here.,__ ____ ____ __ __ ____.,
58,1,It looks like a gas grenade.,__ ____ ___ _____ __.,
58,2,It's a counter panel capable of opening to allow passage behind the counter.,_____ _____ _____ _______ ____ __ ______ _____.,
58,3,Naw. Bad idea.,__. _____ ____.,
58,4,The droid is to busy to chitchat.,______ ____ ____ ______ _____.,
58,5,"I really have no idea why you feel I'd want to waste my enormous brain power contemplating a common data cartridge. You really are a dim-witted lifeform, aren't you?","____ ____ __ ____ ____ ___ ____ ____ _____ __ ___ ______ _______ ___ ________ __ ______ ______ _____. ___ ____ ____ ____ ___ ___, __?",
58,6,The droid is too busy.,______ ___ ____.,
58,7,This is a storeroom where a great deal of the Deltaur's weaponry is kept. Various other weapons are firmly secured to the exterior of the small structure.,___ ___ _____ __ ______ ____ ___ ____ _________. _____ _____ ______ _______ ______ ______ ________ __ _____ ____.,
58,8,"This is a storeroom where a great deal of the Deltaur's weaponry is kept. Various other weapons are firmly secured to the exterior of the small structure. On the counter, in front of the storeroom, is a loose gas grenade.","___ ___ _____ __ ______ ____ ___ ____ _________. _____ _____ ______ _______ ______ ______ ________ __ _____ ____. __ _____, _____ _____, ____ _____ __.",
58,9,"This is a store room where a great deal of the Deltaur's weapons are kept. Various other weapons are firmly secured to the exterior of the small structure. On the counter, in front of the storeroom, are two loose gas grenades.","___ ___ _____ __ ______ ____ ___ ____ _________. _____ _____ ______ _______ ______ ______ ________ __ _____ ____. __ _____, _____ _____, ______ ___ ______ __.",
58,10,That yields no result.,__ __ ____ ___.,
58,11,"This is a long S-shaped counter top that runs from one end of the armory to the other. At one end there is an opening, probably used to allow access to the other side of counter.","____ ______ _____ _____ _____ ____ __ ____ ____ __ ____ ____. ____ ______ ____ ___, _____ ____ __ ____ ____ __ _____.",
58,12,It tastes very mica-like.,__ ___ ___ ____.,
58,13,It smells like you'd expect a counter to smell.,__ ___ ___ ___ ______ _____ _____.,
58,14,That doesn't help.,__ __ _____.,
58,15,"Funny, no taste.","____, ___ ___.",
58,16,It smells void.,__ ____ ___.,
58,17,It's just a shadow.,__ __ __.,
58,18,"Various pipes, ducts and other innocuous pieces of equipment form pronounced shadows throughout the room.","_____ _______, _____ ____ _____ ____ ____ ______ ______ ____ _____ _____ ____.",
58,19,You can't do anything to or with a shadow.,__ ____ _____ ___ ___ __ __ ___.,
58,20,You can carry only one grenade at a time.,____ _____ __ _____ ___ ___ ___.,
58,21,Bad grenade number,____ _____ ____,
58,22,I wouldn't mess with him if I were you.,__ _____ _____ ____ ______.,
58,23,"It's a pretty stupid-looking robot, but, then, looks can be deceiving (except in your case).","___ ____ _____ _____ ____, ___, _____, ____ ____ ______ (______ _____ ___).",
58,24,I don't think it would take kindly to that action.,___ __ ____ ____ ______ _______ ______ ___.,
59,0,You are on the wrong level to do that.,___ _____ ___ _____ _____ _____ __ __.,
59,1,"My, aren't you the clumsy one. Because of your inability to walk without falling on your face, your helmet has been collected by the trash droid. Now you've blown your cover. The Sariens are sure to shoot first and ask questions later.","____, ____ ___ _____ ____. ___ ____ ______ ___ ____ ____ _____ __ ______, _____ _____ __ ___ _____ ____. ___ ______ ___ ____. ________ ______ ____ _____ ______ ____ ___ ______ _____.",
59,2,You are reluctant to tarnish the shiny gold casing.,____ __ ______ __ _____ ____ _____.,
59,3,It smells expensive.,__ ____ ___.,
59,4,Not bad.,__ __.,
59,5,"It does sort of look like a speaker, doesn't it. But it isn't.","__ ___ ____ ___ ___ __ _____, ___ ___. ___ __ __.",
59,6,It looks fragile - better leave it alone.,___ ____ ____ - ____ ___ ____ __.,
59,7,A subtle ozone odor clings to the egg-shaped doodad.,___ _____ __ _____ ____ ____ ____ _____.,
59,8,Tongue-zaps are no fun.,_____ ______ ____ ___.,
59,9,"It crackles and hums, but does not speak.","__ _____ ______, __ __ ____.",
59,10,Somehow it doesn't seem wise to fiddle with it.,______ __ __ ____ ___ ______ ____.,
59,11,"The static electricity clinging to the spectrofonic module tickles your tongue, not unpleasantly.","_____ _____ _____ ______ _____________ _____ ____ _____, __ ___ __ _______.",
59,12,"It seems to be saying: `And now, live from the Sobodno Ballroom in beautiful downtown Knogsville, KSAR presents Boggo Snard and his orchestra in the Sarien Swing Hour.' Of course it could be some kind of code.","____ _____: '______, ______ __ _____ ______ _______ ____ ______ ________ _________, ___ ____ _____ ____ ____ ________ _____ ___ _____ _______.' _____ __ __ ____ _____ ___ __ ___.",
59,13,You're afraid to mess with it.,___ ____ ______ __ __.,
59,14,You want to talk to a generator?,___ ____ ____ __ ______?,
59,15,You discover the lights are not flavored as you suspected.,___ ____ __ ___ _______ ____ _____.,
6,0,Your search of %s reveals nothing even you'd carry.,_______ ___ %s ____ _____ ___ ______ ___ ____ ____ _____.,
6,1,You can't mess with anything that's not on your floor.,___ __ ____ ______ __ ___ ___ _____ _____ ___.,
6,2,Dead people sure are boring!,_____ ____ _____ _______!,
6,3,"Gee, He doesn't smell bitter, taste him.","____, ___ __ ___ __, ____ ____.",
6,4,"Hmmmm, still not bitter, just like you thought.","_____, _____ __ __, _____ ___ _____.",
6,5,"You owed Dave a couple of Buckazoids, but there's not much point in repaying them now.","___ ____ _____ ___ _________, ___ ____ ___ ___ ___ _____ __ ____.",
6,6,Dave seems somehow disinterested in the cartridge.,____ ____ __ ____ ____ ____ _______.,
6,7,"Dave never had a keycard, and he sure doesn't need one now.","_____ _____ __ ___ _____ _____, ______ ___ ____ __ ____.",
6,8,Dave is remarkably unresponsive to your offer of a widget.,____ ____ ____ ___ _____ _____ ______ ___.,
6,9,Dave has given up speaking for the rest of his life. Even the translator gadget won't help here.,____ ____ ____ __ _____ ____. _____ _____ ______ __ _____ ___.,
6,10,You can't do that from this level.,___ __ ______ _____ ___ ______ ___.,
6,11,You can't manipulate anything not on your level.,___ __ ____ _____ ___ ___ _____ _____ ___.,
6,12,"Hey keep your tongue to yourself, slimeball.","__ ____ __ _____ ___ _____, ____.",
6,13,"Hey, she's wearing that really great perfume again, Eau DePain.","__, ___ ___ ___ __ _____ _____ ___, __ __ ___.",
6,14,It's unlikely Blanche would appreciate the gesture.,___ __ ____ ______ _____ __ ______ ___.,
6,15,Blanche pays as much attention to you as she ever has.,_____ ___ __ ____ _____ ____ _____.,
6,16,"Blanche shows as much interet in the keycard as you might expect her to, being dead and all.","_____ __ ____ _____ ______ ______ ___ _____ _____ ____, ____ ___ ___'.",
6,17,"Your shiny new widget is not making much of an impression of Blanche, that's for sure.","_____ ____ ______ ___ ____ ____ ____ __ _____, __ ____.",
6,18,"The translation gadget does not appear to work if there's no speech to translate, and Blanche is remarkably quite lately.","_____ ______ ____ ____ ____ ___ _____ _____, ______ __ ____ _______.",
6,19,This elevator goes down.,_____ __ _____ ____.,
6,20,This elevator goes up.,_____ __ ____ _____.,
60,0,You are on the wrong level to do that.,___ _____ ___ _____ _____ _____ __ __.,
60,1,"Smells like garbage, doesn't it?","____ ___ ___, __ __?",
60,2,"Oh, come on!","__, _____!",
60,3,"You holler down the chute, but no one answers. You're relieved, somehow.","___ ____ _____ ______, __ ___ ____ ____. ___ __ ____, ____ __.",
60,4,Your on the wrong level to do that.,___ _____ ___ _____ _____ _____ __ __.,
60,5,You're not at home with the idea of touching this thing.,______ ___ __ ____ __ ____ ____ ___.,
60,6,The electric charge around the globe tickles your nose hairs.,_____ ______ ____ _______ _____ __ _____ ___.,
60,7,You really don't want to lick this.,___ ____ __ ____ ____ __ __.,
60,8,"Yikes! I guess that was a bad idea, eh! I guess you'll be staying out of the garbage disposal in the future.","____! ___ ____ ___ ___ _____ ____, __! ___ ____ _____ ___ ____ ____ ____ ______ ____.",
60,9,"Gee, that must have been a pretty powerful energy beam, seeing as how it reduced you to a pile of carbonized matter.","____, __ ___ ____ ___ ____ ______ _______ _____, __ _____ __ __ _____ _____ ______ _____ _____.",
60,10,"Good shootin', Tex. You really did it now, Wilco. Don't you know that macromat field integrators are extremely fragile pieces of equipment and indiscriminatly shooting at them with a pulseray gun can be hazardous to your health?","___ _____, ___. ____ __ __ _____ ___ _____, ______. _____ __ _____ ____ __________ ____ _____ ____ ________ ______ ____ ___ _____ ___ _____ _____ ____ _____ _______?",
60,11,"This close to the Wally globes, all your nose hairs are standing on end.","_____ ______ _______, _____ ______ ___ _____.",
60,12,I don't think you want to do that.,__ ____ __ ____ ____ _____ __ __.,
60,13,Get real.,____ _______.,
60,14,Smells sort of blue.,__ ____ ____ ____.,
60,15,Hmmmm. Soft.,_____. __.,
60,16,Fuzzy. Provocative. Well-seasoned.,______. _____. _____ _____.,
60,17,There's nobody in there.,___ __ __ ___.,
60,18,You are reluctant to tarnish the shiny gold casing.,____ __ ______ __ _____ ____ _____.,
60,19,It smells expensive.,__ ____ ___.,
60,20,Not bad.,__ __.,
60,21,"It does sort of look like a speaker, doesn't it. But it isn't.","__ ___ ____ ___ ___ __ _____, ___ ___. ___ __ __.",
60,22,Your engineering expertise informs you that this is a carelessly discarded Williamson coil.,______ ______ ___ _______ __ ___ ____ __________ ______ ____ ____ __ ______.,
60,23,Of course it could also be a humongous escargot.,_____ ___ __ ____ _____ _____ ____.,
60,24,"Not knowing whether it's alive or not, you're not eager to touch it.","____ ____ __ ___ __ __ __, ____ ______ ____ __.",
60,25,Garlic - chives - butter...,___ - _____ - ____...,
60,26,"No time for chit-chat. You're here on a mission, remember?","___ ___ ______ ___. ___ ___ _______, ____?",
60,27,You give the cleaning droid a shove. It appears to be in standby mode and doesn't budge.,___ ____ ______ ______ _____ ___. _____ ____ ____ _____ ___ __.,
60,28,The heady scents of petroleum distillates and Sarien refuse titillates your nostrils.,______ _____ __ ______ ___ ________ ____ _____ __ ______.,
60,29,You can't be serious!,___ __ _____!,
60,30,The droid does not speak to you. It's possible you've been snubbed.,______ __ ____ ____. ____ ____ __ __ ____.,
61,0,You are on the wrong level to do that.,___ _____ ___ _____ _____ _____ __ __.,
62,0,You are on the wrong level to do that.,___ _____ ___ _____ _____ _____ __ __.,
62,1,It smells like transparent.,__ ____ ___ ____.,
62,2,It tastes like shit.,__ ___ ___ __ ___.,
62,3,It tastes like built-up glass cleaner.,__ ___ ___ __ ____ ______ _____.,
62,4,"Deciding to give your Sarien counterpart some work, you smudge the glass.","___ _____ ____ ______ ________ ___ ___ _____, ______ __ _____.",
62,5,That's not helpful.,__ __ ____.,
62,6,They smell globular.,__ ______ _______.,
62,7,They taste globular.,__ ___ ___ _____.,
62,8,"Deciding to give your Sarien counterpart some more work, you smudge the globes with your dirty hands.","___ _____ ____ ______ ________ ___ ___ _____, _____ __ _________ _____ _________.",
63,0,You are on the wrong level to do that.,___ _____ ___ _____ _____ _____ __ __.,
63,1,You can't shoot that from here.,___ __ ____ _____ __ ____.,
64,0,You can't shoot that from here.,___ __ ____ _____ __ ____.,
64,1,"There's no need to use the remote now, the force field is already off.","___ ____ ______ ___ ____, ___ ____ ___ ____ _____.",
64,2,There is a force field around the Star Generator. You will need to turn if off first.,____ _____ _______ ____ ___ ___. _____ _____ ____ _____.,
64,3,"The Star Generator is already set to blow, Roger! Maybe you oughtta do the same!","_____ _______ ___ ____ ______, ___'_! ____ ____ __ ___ ____ ___!",
64,4,You can't do that from up here.,____ ____ ____ ___ ______.,
64,5,Don't you think you've gassed this guy enough?,___ __ ____ ______ ____ _____?,
64,6,"You could drop the cartridge on his big ugly head, but you might damage the data. Better find something more suited to the task.","___ ____ _____ __ _______ __ ____ ____ _______ ___, ____ _______ _____. ____ _____ ____ ____ _____ ______.",
64,7,You think he might be more interested in it if he were alive.,___ ____ ____ ___ ____ _____ __ ____ ____ ___ ___ ___ _____.,
64,8,"This is the biggest, toughest (not to mention ugliest) Sarien guard you have ever seen. At present he is diligently guarding the Star Generator from intruders such as yourself. He's wearing some sort of gadget on his belt, but from here you can't tell what its purpose might be. ","___ _____ ________ _____, _____ (___ ____ ______) _____ ___ ___ ____. ____ ______ ___ ____ ______ __ _____ _______ ____ ______ ____ ______ ____. _____ _____ ____ ____ ______, __ ____ ____ _____ ___ ______ _____ ___ ____.",
64,9,He's also wondering what your doing back there.,__ ___ ____ __ ____ __ _____ ___ ____ __.,
64,10,You notice a remote control device on the guards belt.,___ _____ ____ ____ __ _____ _____.,
64,11,"The guard lies in a red heap on the floor, overcome by the toxic gas from the grenade. Some kind of electronic gadget is hanging from his belt.","_____ ____ ______ _____ __ _____, ____ ______ ____ _____ ____ _______. ___ __ _____ ________ ______ _______.",
64,12,"This is a guy of few words, none of them for you.","_____ ____ ______, ___ __ __ _____ _______.",
64,13,I can not answer any questions without proper ID.,__ ____ _____ __ _____ ___ _____ ____ _____.,
64,14,This guy is more talkative dead than alive. He's dead silent.,_____ ___ _____ ____ _____ ____ _____. ___ ___ _____.,
64,15,"If you touch him, he might touch you back.","__ ___ __, ___ ____ ____ __ _____.",
64,16,The guard has nothing else of interest. ,_____ ___ ___ ___ ______.,
64,17,"This is the biggest, toughest (not to mention ugliest) Sarien guard you have ever seen. At present he is diligently guarding the Star Generator from intruders such as yourself. He's wearing some sort of gadget on his belt, but from here you can't tell what its purpose might be.","___ _____ ________ _____, _____ (___ ____ ______) _____ ___ ___ ____. ____ ______ ___ ____ ______ __ _____ _______ ____ ______ ____ ______ ____. _____ _____ ____ ____ ______, __ ____ ____ _____ ___ ______ _____ ___ ____.",
64,18,You notice a remote control device on the guards belt. ,___ _____ ____ ____ __ _____ _____.,
64,19,Oh no Roger! The guard has seen you and you're not wearing the helmet! You're in for it now Wilco!,___ __ ___'_! _____ _____ __ _____ ____ ____! ___ _____ __ __ _____ ______!,
64,20,"Boy, you're no Marshall Dillon, that's for sure. And you were so close. You'll need to react a little faster be little sharper than that. Well, throw a little bondo into that hole and get back in there.","____, ___ __ ____ _____, __ ____. _____ ___ ____. _____ _____ ___ ____ ___ ____. ____, ___ __ ____ ____ _____ ____ _____ _______.",
64,21,"The Sarien warrior is guarding the stolen Star Generator so intensly, he didn't notice the gas grenade exploding.","_____ ________ ____ __ _____ _______ _____ ____ ___, _____ __ __ ______ ___ _______.",
64,22,"Actually, his walkman is cranked up too high.",____ _______ ___ ____ ___ __ ______ ____ ___.,
64,23,"The dead Sarien guard might have noticed that, if he were alive.","_____ ________ ____ ___ ___ __ __ ___, __ ___ ___ _____.",
64,24,You remove the device from the guard's belt. It looks like you have found the remote control that turns off the force field around the Star Generator.,___ ____ __ ______ ______ _____. ____ _____ __ ____ _____ _____ __ ___ ____ ____ _____ _______.,
64,25,You press the stud on the remote and the force field around the Star Generator begins to deplete.,___ ____ __ ______ ____ ____ ____ ____ ______ _____ _______.,
64,26,Ouch! That stings just a tad. You'll obviously need to disarm that baby before trying that again.,____'! __ ____ __ ____. ____ ____ _____ __ _____ ___ ____ ____ ___ ____.,
64,27,"Sir, the destruct code is %d.","_____, ___ ______ ___ %d.",
64,28,It appears the shield is preventing you from getting to the Star Generator's control panel and boy is it hot. You'd better not try to get close to the Star Generator again.,"____ _____ ____ __ _____ ____ ____ _____ _______ _____, ___ ____ __. _____ __ ____ ____ ___ ______ _______.",
64,29,The Star Generator is already set to blow Roger! You had better find someway to get a million miles from the Deltaur and quick!,"_____ _______ ___ ____ ______, ___'_! ____ _____ ___ _____ _____ ______ _________ ________ ____ ___ ___ ____!",
64,30,Oh No! Your rotten aim has attracted the attention of one of the patrol guards. You're in for it now!,___ __! ______ ______ _______ ___ ____ __ _____ ___ __ ___ ______ _____. __ ____ ___ _____!,
64,31,"Boy, you're no Marshall Dillon, that's for sure. And you were so close. You'll need to react a little faster be little sharper than that. Well, throw a little bondo into that whole and get back in there.","____, ___ __ ____ _____, __ ____. _____ __ __ ____. _____ _____ ___ ____ ___ ____. ___, ____ ___ _____ ______ ___.",
65,0,Enter Code:,___ ___:,
65,1,,,
65,2,Self Destruct Engaged,_____ _____ ______,
65,3,Invalid Code Entered,____ ___ ____,
65,4,Have a nice day,_____ ___ ___,
66,0,You are on the wrong level to do that.,___ __ _____ ______ _____ _____ __ __.,
66,1,"You close your eyes in hopes your death will be quick, but, to your surprise, the guards do not notice you. In fact, you think your uniform is that of a higher-ranking Sarien officer worth sucking up to. Cool!","___ ____ __ _____ ______ ______ _____ ____, ____, _______ __ ___, _______ ____ _______ __. _____, ___ ____ __ ____ ______ _____ _______ __ ____ _____ ____ __. _____!",
67,0,"You hear a strange rumbling sound. Uh, oh. It seems that you didn't make it out in time. Be seeing you.",___ ____ ___ ___ ___. __ __. ____ ___ ____ ____. _____.,
67,1,"There goes your ride, Roger. Too bad you can't call a taxi.","___ _____, ___'_. ___ ____ ______ ____ _____.",
67,2,"Out of the kindness of our hearts, we're just going to kill you off right now and save you the wait until the ship blows up. Be seeing you.","____ _____ _____, _____ ____ ___ ______ ___ _____ __ __ ______ ______ ______. _____.",
67,3,It's an escape pod launch tube minus the escape pod. This presents a serious survival problem.,____ _____ ______ __ _____ ______ ___ _____ ______. __ _____ ____ ____ ____ _______ ____.,
67,4,There's not much you can do without an escape pod.,___ ____ __ _____ ___ _____ _____.,
67,5,There's nobody here to talk to.,___ __ __ ____ ___.,
67,6,"Exhaust fumes from the escaped pod nauseate you, not to mention the tought that you're doomed.","___ _____ ______ ______ _______ __ _____, ___ ____ __ _____ ______ ____.",
67,7,I don't think licking the floor is the answer to your current dilemma.,___ __ ____ ______ _____ ____ ______ _____ ______ _______.,
67,8,It's definitely some sort of ...thing.,__ _______ ___ __... ____.,
67,9,"If you knew what it was, you might have a clue what to do with it, but since you don't, you don't.","__ ____ ____ __ __, ____ __ ____ __ _____ __ __, __ ____ ____ __, ___ __.",
67,10,Nope. Not voice-activated.,__. ___ _____ _____.,
67,11,"You're really 'way too busy for this, Roger.","___ ___ ____ _____ __, ___'_.",
67,12,"No time for funny messages, get off the ship!","___ ___ _______ _______, __ _______!",
67,13,It's an elevator door.,____ ___ _____.,
67,14,"This door is controlled by the elevator, there is nothing you can do to it from here.","____ _____ ____ ______, ___ ____ _____ _____ ____.",
67,15,It doesn't want to talk to you.,___ __ ____ ____ ____.,
67,16,It smells like the many elevator doors you've smelled in the past.,___ _____ ___ ___ _____ ______ _____ ____ ____.,
67,17,It tastes like the many elevator doors you've smelled in the past.,__ __ ___ ___ ____ _____ ______ _____ ____ ____.,
67,18,It's the elevator that brought you down here.,____ ______ _______ ____ ___.,
67,19,It is not voice activated.,___ ___ _____ _____.,
67,20,It smells like the many elevators you've smelled in the past.,__ __ ___ ___ ___ _______ _____ _____ ____.,
67,21,It tastes like the many elevators you've smelled in the past.,__ __ ___ ___ __ _______ ___ ___ ____.,
67,22,This must be the captain's personal escape pod!,____ ______ _____ ______ ______ __ _______!,
67,23,It's too late to do that now.,___ _____ _____ __ _____.,
67,24,The escape pod is not equipped with voice-recognition capability.,_____ ______ ____ ______ ___________ _____ ____.,
67,25,The ship could blow up in a million fiery pieces while you waste time licking the only thing that can get you off it in one piece!,______ _____ ___ ___ _______ ______ _____ ______ ____ ___ _____ __ ____ ______ ____ _____ _____ ____ ____ ______ ___!,
67,26,You're wasting valuable time here.,___ _____ ___ ___ ___.,
68,0,"Well, Roger, you did it. You saved the galaxy, received your profession's most noble tribute and got the girl.","____, ___'_, ____ __ __. ____ __ _______, ______ _______ ______ _____ _____ ______.",
