Sheet,room,idx,original,translated,comments
 לא לערוך!! - גיבוי של טקסטים מ,rm48.sc,11,"Pardon me for saying so, sir, but we don't appear to have enough money for our purchase, now, do we?","סלח לי שאני אומר, אדוני, אבל לא נראה שיש לנו מספיק כסף לעסקה הזו, נכון?",
 לא לערוך!! - גיבוי של טקסטים מ,rm48.sc,12,salesbug,חרק מכירות,
 לא לערוך!! - גיבוי של טקסטים מ,rm48.sc,13,"The salesbug appears to be a Chdnarian, a race renowned for their predatory sales techniques. You decide to count your fingers once you've completed your transaction.","חרק המכירות נראה צ'נדריאני, גזע ידוע לשמצה בשיטות המכירה הדורסניות שלו. אתה מחליט לספור את האצבעות שלך לאחר שהעסקה תושלם.",
 לא לערוך!! - גיבוי של טקסטים מ,rm48.sc,14,"If you were to insist, I could let you have it for a mere 512 buckazoids (407 with a coupon).","אם אתה נורא מתעקש, אתן לך אותו תמורת המחיר הזעום של 512 זוזואידים (407 לאחר הנחת קופון).",
 לא לערוך!! - גיבוי של טקסטים מ,rm48.sc,15,"However, I have only one left, and I put it to work in the warehouse.","מכל מקום, נותר לי אחד אחרון, ונתתי לו לעבוד במחסן.",
 לא לערוך!! - גיבוי של טקסטים מ,rm48.sc,16,"This is an all-purpose household model. It cooks, sews, does windows and brews a little moonshine on the side.","לפניך דגם מנהל משק בית רב תכליתי. הוא מבשל, תופר, מנקה חלונות ומייצר אלכוהול על הדרך.",
 לא לערוך!! - גיבוי של טקסטים מ,rm48.sc,17,Don't bother haggling. This one's worth 55 buckazoids for the parts alone. That would be 46 buckazoids with a coupon.,אין טעם להתמקח. הוא עולה 55 זוזואידים על חלקי החילוף בלבד. אחרי הנחת קופון המחיר יעמוד על 46.,
 לא לערוך!! - גיבוי של טקסטים מ,rm48.sc,18,"That race killed themselves off, however, and spare parts are nearly impossible to find.","הגזע התאבד באופן קולקטיבי, ולפיכך כמעט בלתי אפשרי למצוא חלקי חילוף.",
 לא לערוך!! - גיבוי של טקסטים מ,rm48.sc,19,It was produced exclusively for Droids-B-Us by a small planet who used these mechanical warriors to fight their battles.,הם יוצרו בלעדית עבור רובוטים-אר-אס על ידי כוכב קטן שהשתמש בלוחמים המכניים האלה בקרבות שלהם.,
 לא לערוך!! - גיבוי של טקסטים מ,rm48.sc,20,Ah! This model is one of my personal favorites.,אה! הדגם הזה הוא אחד האהובים עלי.,
 לא לערוך!! - גיבוי של טקסטים מ,rm48.sc,21,"And, if you've got kids, you'll appreciate its low, low price of 698 buckazoids (559 with a coupon).","ואם יש לך ילדים, אתה תעריך את מחירו הזעום בסך 698 זוזואידים (559 עם קופון).",
 לא לערוך!! - גיבוי של טקסטים מ,rm48.sc,22,"If you can live with the paranoia, though, it makes a great baby-sitter.","אם תוכל לחיות עם הפרנויה, הוא גם מסוגל לתפקד כשמרטף מעולה.",
 לא לערוך!! - גיבוי של טקסטים מ,rm48.sc,23,"Whenever it gets excited, it waves its arms around wildly and yells ""DANGER! DANGER!""","בכל פעם שהוא מתרגש, הוא מנפנף בזרועותיו בפראות וצווח ""*סכנה*! *סכנה*!""",
 לא לערוך!! - גיבוי של טקסטים מ,rm48.sc,24,"However, the manufacturer had to discontinue it due to a psychological disorder.","עם זאת, היצרן סגר את קו הייצור עקב הפרעה פסיכולוגית.",
 לא לערוך!! - גיבוי של טקסטים מ,rm48.sc,25,This model was originally designed as a family companion on those long space vacations.,הדגם הזה תוכנן במקור כמלווה משפחתי לחופשות חלל ארוכות.,
 לא לערוך!! - גיבוי של טקסטים מ,rm48.sc,26,"I'd love to sell you one, but every last one I had was snapped up by a movie director from New Japan IV - sorry.","הייתי שמח למכור לך אחד, אולם כל מה שהיה לי נחטף על ידי במאי סרטים מיפן החדשה הרביעית - מתנצל.",
 לא לערוך!! - גיבוי של טקסטים מ,rm48.sc,27,"Although a handsome machine, this robot has a habit of killing people without any real reason.","למרות מראהו המצודד, לרובוט הזה יש נטייה להרוג אנשים ללא כל סיבה מיוחדת.",
 לא לערוך!! - גיבוי של טקסטים מ,rm48.sc,28,"Ah, yes, a truly beautiful piece of machinery. This design rates five stars.","אה, כן, זו מכונה בהחלט יפהפייה. העיצוב שלה קיבל דירוג חמישה כוכבים.",
 לא לערוך!! - גיבוי של טקסטים מ,rm48.sc,29,"Yes, this dandy, compact unit goes for a mere 29 buckazoids (23 with coupon). You can't go wrong when it's SUX!","כן, היחידה הקומפקטית הנהדרת הזו עולה בסך הכל 29 זוזואידים (23 עם קופון). חלליתא בחרת, לא טעית!",
 לא לערוך!! - גיבוי של טקסטים מ,rm48.sc,30,...but of course you wouldn't want to hear about that.,...אבל כמובן לא היית רוצה לשמוע על זה.,
 לא לערוך!! - גיבוי של טקסטים מ,rm48.sc,31,I just happen to have one of these in stock. It's been completely re-conditioned since its regrettable accident that took the lives of...,במקרה יש לי אחד כזה במלאי. הוא עבר שיפוץ מלא מאז התאונה המצערת שגבתה את חייהם של...,
 לא לערוך!! - גיבוי של טקסטים מ,rm48.sc,32,"The brand name says it all. SUX is a major manufacturer of refrigerators, dishwashers, and, some day, even time machines!","שם המותג אומר הכל. חלליתא היא חברת ענק שמייצרת בין היתר מקררים, מדיחי כלים, ואולי יום אחד, אפילו מכונות זמן!",
 לא לערוך!! - גיבוי של טקסטים מ,rm48.sc,33,"We've got a set of three, and you can have them all for just 999 buckazoids (799 with a coupon).","יש לנו מבצע של שלוש במחיר אחד, בעלות כוללת של 999 זוזואידים בלבד (799 עם קופון).",
 לא לערוך!! - גיבוי של טקסטים מ,rm48.sc,34,"Yessir, they may look like kleenex boxes, but they're built to run a loooong time. And quiet? You bet!","כן אדוני, הם אולי נראים כמו קופסאות טישו, אבל יש להם טווח סוללה מאאאאד ארוך. ופעולה שקטה? עלינו!",
 לא לערוך!! - גיבוי של טקסטים מ,rm48.sc,35,These little robots are perfect for gardening chores. And they don't mind at all if they're away on space missions for centuries.,הרובוטים הקטנים הללו מושלמים לעבודות גינון. ואין להם בעיה לצאת למשימות חלל למשך מאות שנים.,
 לא לערוך!! - גיבוי של טקסטים מ,rm48.sc,36,"However, we're fresh out of them right now. Nobody seems to survive long enough to trade them in.","עם זאת, בדיוק אזל לנו המלאי. אף אחד לא שורד מספיק כדי להחזיר אותם בטרייד אין.",
 לא לערוך!! - גיבוי של טקסטים מ,rm48.sc,37,"They're just a wee bit too ambitious is all. And who of us isn't? It's quite an endearing quality, actually.","הם רק טיפ טיפה שאפתנים מדי. ומי מאיתנו לא? זו תכונה מקסימה, למען האמת.",
 לא לערוך!! - גיבוי של טקסטים מ,rm48.sc,38,"Um... This model has had a bad rep, unearned if you ask me.","המ... לדגם הזה יצא שם רע, שלא בצדק אם אתה שואל אותי.",
 לא לערוך!! - גיבוי של טקסטים מ,rm48.sc,39,I could let you have him for just 875 buckazoids (700 with a coupon).,תוכל לקבל אותו תמורת 875 זוזואידים בלבד (שזה 700 עם קופון).,
 לא לערוך!! - גיבוי של טקסטים מ,rm48.sc,40,"Of course, they're all in hibernation this time of the century.","כמובן, הם כולם שרויים עמוק בתרדמת בתקופה זו של המאה.",
 לא לערוך!! - גיבוי של טקסטים מ,rm48.sc,41,"These are really some of the most useful all-purpose robots around, and extremely good with children.","אלה כמה מהרובוטים הרב תכליתיים הטובים ביותר באזור, במיוחד עם ילדים.",
 לא לערוך!! - גיבוי של טקסטים מ,rm48.sc,42,"His memory isn't the best, so I'll let you have him for just 512 buckazoids (410 with a coupon).","הזכרון שלו קצת חלש, אז אתן לו אותו ב-512 זוזואידים בלבד (410 עם קופון).",
 לא לערוך!! - גיבוי של טקסטים מ,rm48.sc,43,"If it had one fault, it was probably a tendency to be over- zealous. It's no longer available except for demolition purposes.","אם יש לו מגרעה אחת, זו הנטיה שלו להתלהב יתר על המידה. הוא לא זמין יותר למעט מטרות הריסה.",
 לא לערוך!! - גיבוי של טקסטים מ,rm48.sc,44,"This was one of my better bodyguard models, and it also doubled as a radial-arm saw.","זהו אחד מדגמי השומרי ראש הטובים ביותר שלי, והוא גם משמש כמכונת ניסור.",
 לא לערוך!! - גיבוי של טקסטים מ,rm48.sc,45,"Uh, well, maybe you shouldn't consider buying this particular model.","אה, טוב, אולי לא כדאי שתשקול לרכוש את הדגם המסוים הזה.",
 לא לערוך!! - גיבוי של טקסטים מ,rm48.sc,46,"These robots have a bad attitude. You've got to keep them in line, or they'll walk all over you.","הרובוטים הללו בעלי מזג רע. עליך להחזיק אותם קצר, אחרת הם ירמסו אותך.",
 לא לערוך!! - גיבוי של טקסטים מ,rm48.sc,47,I got it from some gambling type who was required to pay-up or perish.,קיבלתי אותו מאיזה מהמר מפוקפק שנדרש לשלם או להיעלם.,
 לא לערוך!! - גיבוי של טקסטים מ,rm48.sc,48,I ask only 45 buckazoids for it (36 with coupon).,אני מבקש עליו רק 45 זוזואידים (36 עם קופון).,
 לא לערוך!! - גיבוי של טקסטים מ,rm48.sc,49,"It will pilot any modern fighter or cruiser. And, it is one of the most experienced droids we carry.",הוא יכול להטיס כל חללית קרב או משחתת מודרנית. וזה אחד מהרובוטים המנוסים ביותר שברשותינו.,
 לא לערוך!! - גיבוי של טקסטים מ,rm48.sc,50,That model is ideal for flight systems operations.,המודל הזה אידיאלי לניתוח מערכות טיסה.,
 לא לערוך!! - גיבוי של טקסטים מ,rm48.sc,51,"I'm afraid I can't take data cartridges in lieu of currency. Is sir a bit short of cash, hmmmm?","חוששני כי לא אוכל לכבד מחסניות נתונים במקום כסף עובר לסוחר. האם אדוני קצר במזומנים, הממממ?",
 לא לערוך!! - גיבוי של טקסטים מ,rm48.sc,52,"I'm afraid I can't accept your translator in exchange for a droid. Buckazoids work nicely to grease the wheels of commerce, however.","חוששני כי לא אוכל לקבל מתורגמנים בתמורה לרובוטים. זוזואידים הם אלו שמשמנים את גלגלי הכלכלה, כידוע.",
 לא לערוך!! - גיבוי של טקסטים מ,rm48.sc,53,"Please, sir! Violence is never the answer. Money, on the other hand, is almost always the answer.","ברשותך, אדוני! אלימות לעולם אינה הפתרון. כסף, לעומת זאת, הוא כמעט תמיד הפתרון.",
 לא לערוך!! - גיבוי של טקסטים מ,rm48.sc,54,"If he drinks from this, you won't. You decide not to offer him any.","אם הוא שותה מזה, אתה לא. אתה מחליט לא להציע לו מזה.",
 לא לערוך!! - גיבוי של טקסטים מ,rm48.sc,55,"Very good, sir. This coupon entitles you to a reduction of twenty percent in the price of any of our fine, previously- owned droids.","טוב מאד, אדוני. קופון זה מזכה אותך בהנחה של עשרים אחוז על כל רובוטי היד-שניה המשובחים שלנו.",
 לא לערוך!! - גיבוי של טקסטים מ,rm48.sc,56,"Sorry, sir, but I've sold my last one of those.","מצטער, אדוני, אבל בדיוק מכרתי את האחרון.",
 לא לערוך!! - גיבוי של טקסטים מ,rm48.sc,57,"Sorry, sir, but we have none of those in stock.","מתנצל, אדוני, אבל אין לנו אותם במלאי.",
 לא לערוך!! - גיבוי של טקסטים מ,rm48.sc,58,"I'm sorry, sir, but my conscience just won't let me sell him to you. Besides, your next of kin might sue.","אני מצטער, אדוני, אבל המצפון שלי לא נותן לי למכור לך אותו. וחוץ מזה, שארי בשרך עלולים לתבוע.",
 לא לערוך!! - גיבוי של טקסטים מ,rm48.sc,59,"I'm afraid that item can not be exchanged for enough money to purchase one of our quality products. Is sir financially embarassed, or might there be cash in one of those pockets?","חוששני כי הכסף שתקבל תמורת פריט זה לא יספיק כדי לקנות את אחד ממוצרי האיכות שלנו. האם אדוני מובך כלכלית, או שזה מזומן בכיס שלך?",
 לא לערוך!! - גיבוי של טקסטים מ,rm48.sc,60,antenna,אנטנה,
 לא לערוך!! - גיבוי של טקסטים מ,rm48.sc,61,plaque,לוחית,
 לא לערוך!! - גיבוי של טקסטים מ,rm48.sc,62,"The plaque says: ""Salesbug of the year""! You'd better watch your money around this guy.","על הלוחית נכתב: ""חרק המכירות של השנה""! כדאי שתשמור טוב על הכסף שלך כשאתה בסביבה שלו.",
 לא לערוך!! - גיבוי של טקסטים מ,rm48.sc,63,robot head,ראש רובוט,
 לא לערוך!! - גיבוי של טקסטים מ,rm48.sc,64,"Yikes! It's an Ultron-17, the only robot bad enough to go head-to-head with an Arnoid-1000 Exterminator. You note with relief that he appears to be out of commission, at least temporarily.","אמאל'ה! זהו אולטרון-17, הרובוט היחיד שמסוגל להתמודד ראש בראש מול ארנויד-1000 המשמיד. אתה נאנח בהקלה כשאתה מבין שהוא יצא מכלל שימוש, לפחות באופן זמני.",
 לא לערוך!! - גיבוי של טקסטים מ,rm48.sc,65,robot apendage,איבר רובוטי,
 לא לערוך!! - גיבוי של טקסטים מ,rm48.sc,66,That's an upgrade option for the Arnoid series. It's capable of crushing a person's skull. Very useful if you're in that line of work.,זהו שדרוג אופציונלי לסדרת ארנויד. מיועד לריסוק גולגולות אנוש. שימושי מאד בתחום המקצוע הזה.,
 לא לערוך!! - גיבוי של טקסטים מ,rm48.sc,67,exit button,כפתור יציאה,
 לא לערוך!! - גיבוי של טקסטים מ,rm48.sc,68,Click on this to leave Droids-B-Us.,הקש כאן על מנת לצאת מרובוטים-זה-אנחנו.,
 לא לערוך!! - גיבוי של טקסטים מ,rm48.sc,69,sign,שלט,
 לא לערוך!! - גיבוי של טקסטים מ,rm48.sc,70,"The plastoid letters on the wall spell out: ""Droids-B-Us""","אותיות הפלסטויד על הקיר מאייתות: ""רובוטים-זה-אנחנו""",
 לא לערוך!! - גיבוי של טקסטים מ,rm48.sc,71,view screen,מרקע,
 לא לערוך!! - גיבוי של טקסטים מ,rm48.sc,72,The viewscreen shows pictures of droids currently available in your rather limited price range.,המרקע מציג תמונות של דרואידים הזמינים כעת בהתאם לטווח המחירים המוגבל שלך.,
 לא לערוך!! - גיבוי של טקסטים מ,rm48.sc,73,diaphram,סרעפת,
 לא לערוך!! - גיבוי של טקסטים מ,rm48.sc,74,It looks like some sort of gigantic... diaphragm?,זה נראה כמו סוג של... סרעפת ענקית?,
 לא לערוך!! - גיבוי של טקסטים מ,rm48.sc,75,power tubes,צינורות חשמל,
 לא לערוך!! - גיבוי של טקסטים מ,rm48.sc,76,These tubes on the wall are power conduits.,הצינורות על הקיר מוליכים חשמל.,
 לא לערוך!! - גיבוי של טקסטים מ,rm48.sc,77,work table,שולחן עבודה,
 לא לערוך!! - גיבוי של טקסטים מ,rm48.sc,78,There are many robotic parts scattered about the work table.,חלקי חילוף רובוטיים רבים מפוזרים על שולחן העבודה.,
 לא לערוך!! - גיבוי של טקסטים מ,rm48.sc,79,robot parts,חלקי רובוטים,
 לא לערוך!! - גיבוי של טקסטים מ,rm48.sc,80,"Many parts, bits, and pieces of robotic paraphanalia adorn the walls of this small store.","חלקים רבים, חלפים, וציוד רובוטי מקשטים את קירות החנות הקטנה.",
 לא לערוך!! - גיבוי של טקסטים מ,rm49.sc,0, OK._,בסדר._,
 לא לערוך!! - גיבוי של טקסטים מ,rm49.sc,1, No._,לא._,
 לא לערוך!! - גיבוי של טקסטים מ,rm5.sc,0,This is another hallway aboard the Arcada. There is an elevator door nearby.,מולך עושה את דרכו מסדרון נוסף אל קרבי הארקדה. דלת מעלית נפערת בסמוך.,
 לא לערוך!! - גיבוי של טקסטים מ,rm5.sc,1,a keycard.,כרטיס מגנטי.,
 לא לערוך!! - גיבוי של טקסטים מ,rm5.sc,2,nothing.,כלום.,
 לא לערוך!! - גיבוי של טקסטים מ,rm5.sc,3,Jerry,ג'רי,
 לא לערוך!! - גיבוי של טקסטים מ,rm5.sc,4,"It's all that remains of Jerry, one of the few technodudes aboard who sometimes tolerated your company. Your low clearance excluded you from visiting him during the performance of his duties in the elegant lower level airlock of the Arcada.","זה כל מה שנותר מג'רי, אחד מני גיקים בודדים על הסיפון שלעיתים אף סבל את נוכחותך. הסיווג הנמוך שלך שלל ממך את הזכות לבקרו במהלך מילוי תפקידו בקומה התחתונה האלגנטית של הארקדה.",
 לא לערוך!! - גיבוי של טקסטים מ,rm5.sc,5,alert sign,שלט התראה,
 לא לערוך!! - גיבוי של טקסטים מ,rm5.sc,6,Gee! The sign seems to be flashing. Could it be a warning of some kind? Who knows? You're always slower than normal after a nap.,אלוהים! השלט מהבהב. יכול להיות שמדובר באזהרה כלשהי? מי יודע? תמיד היית איטי מהרגיל לאחר שנת הצהריים.,
 לא לערוך!! - גיבוי של טקסטים מ,rm5.sc,7,elevator door,דלת מעלית,
 לא לערוך!! - גיבוי של טקסטים מ,rm5.sc,8,These appear to be doors to an elevator.,נראה שאלה דלתות מעלית.,
 לא לערוך!! - גיבוי של טקסטים מ,rm5.sc,9,elevator door,דלת מעלית,
 לא לערוך!! - גיבוי של טקסטים מ,rm5.sc,10,elevator,מעלית,
 לא לערוך!! - גיבוי של טקסטים מ,rm51.sc,0,You're next to a large hatch in the side of this ship.,אתה עומד בסמוך לפתח גדול בקצה החללית.,
 לא לערוך!! - גיבוי של טקסטים מ,rm51.sc,1,airlock door,דלת מנעל אוויר,
 לא לערוך!! - גיבוי של טקסטים מ,rm51.sc,2,airlock handle,ידית מנעל אוויר,
 לא לערוך!! - גיבוי של טקסטים מ,rm51.sc,3,airlock handle,ידית מנעל אוויר,
 לא לערוך!! - גיבוי של טקסטים מ,rm53.sc,0,You have fallen into an airlock aboard the Sarien ship Deltaur.,נפלת אל תוך מנעל אוויר על סיפונה של ספינת הסרייאנים דלטאור.,
 לא לערוך!! - גיבוי של טקסטים מ,rm53.sc,1,Keycard slot,קורא כרטיסים,
 לא לערוך!! - גיבוי של טקסטים מ,rm53.sc,2,Keycard slot,קורא כרטיסים,
 לא לערוך!! - גיבוי של טקסטים מ,rm54.sc,0,vent shaft,פיר אוורור,
 לא לערוך!! - גיבוי של טקסטים מ,rm54.sc,1,A large vent shaft protrudes from the left wall of the storage room.,פיר אוורור גדול בולט מפני הקיר השמאלי של חדר האחסון.,
 לא לערוך!! - גיבוי של טקסטים מ,rm54.sc,2,shadows,צללים,
 לא לערוך!! - גיבוי של טקסטים מ,rm54.sc,3,"Various pipes, ducts and other innocuous pieces of equipment form pronounced shadows throughout the room.","מגוון צינורות, תעלות ושאר פריטי ציוד בלתי מזיקים יוצרים משחק צללים ברחבי החדר.",
 לא לערוך!! - גיבוי של טקסטים מ,rm54.sc,4,airlock,מנעל אוויר,
 לא לערוך!! - גיבוי של טקסטים מ,rm54.sc,5,"That is the way back to the airlock, which is completely sealed and inaccessable to you.","זאת הדרך חזרה אל מנעל האוויר, שכעת אטומה לחלוטין ואינה נגישה עבורך.",
 לא לערוך!! - גיבוי של טקסטים מ,rm54.sc,6,storage vault,כספת אחסון,
 לא לערוך!! - גיבוי של טקסטים מ,rm54.sc,7,Two enormous storage vaults take up one whole wall of the room.,שתי כספות אחסון אדירות גוזלות קיר שלם מהחדר.,
 לא לערוך!! - גיבוי של טקסטים מ,rm54.sc,8,storage room,כספת אחסון,
 לא לערוך!! - גיבוי של טקסטים מ,rm54.sc,9,storage room,כספת אחסון,
 לא לערוך!! - גיבוי של טקסטים מ,rm54.sc,10,storage room,כספת אחסון,
 לא לערוך!! - גיבוי של טקסטים מ,rm55.sc,0,vent grill,פתח אוורור,
 לא לערוך!! - גיבוי של טקסטים מ,rm55.sc,1,rat,עכברוש,
 לא לערוך!! - גיבוי של טקסטים מ,rm55.sc,2,No ship would be complete without official ship rats.,אף ספינה לא תהיה מושלמת ללא עכברושי ספינה רשמיים.,
 לא לערוך!! - גיבוי של טקסטים מ,rm55.sc,3,rat,עכברוש,
 לא לערוך!! - גיבוי של טקסטים מ,rm55.sc,4,No ship would be complete without official ship rats.,אף ספינה לא תהיה מושלמת ללא עכברושי ספינה רשמיים.,
 לא לערוך!! - גיבוי של טקסטים מ,rm55.sc,5,rat,עכברוש,
 לא לערוך!! - גיבוי של טקסטים מ,rm55.sc,6,No ship would be complete without official ship rats.,אף ספינה לא תהיה מושלמת ללא עכברושי ספינה רשמיים.,
 לא לערוך!! - גיבוי של טקסטים מ,rm55.sc,7,ladder,סולם,
 לא לערוך!! - גיבוי של טקסטים מ,rm55.sc,8,The ladder seems to provide access to vent shafts above and below this one.,הסולם מאפשר גישה לפירי האוורור מעל ומתחת לזה.,
 לא לערוך!! - גיבוי של טקסטים מ,rm57.sc,0,"This room is similar to the storage room, with a large machine installed in one bulkhead.","החדר הזה דומה לחדר האחסון, עם מכונה גדולה מותקנת באחת הדפנות.",
 לא לערוך!! - גיבוי של טקסטים מ,rm57.sc,1,On the floor sits the trunk you rode here in.,על הקרקע מוטלת המזוודה שעליה רכבת הנה.,
 לא לערוך!! - גיבוי של טקסטים מ,rm57.sc,2,This is the protruding terminus of the vent shaft by which you entered.,זוהי התחנה הסופית של פיר האוורור שממנו נכנסת.,
 לא לערוך!! - גיבוי של טקסטים מ,rm57.sc,3,"Behind the glass door of the machine, you can see a helmet that has been carelessly left inside after the dry cycle.","מאחורי דלת הזכוכית, אתה רואה קסדה שנותרה גלמודה לאחר הניקוי היבש.",
 לא לערוך!! - גיבוי של טקסטים מ,rm57.sc,4,helmet,קסדה,
 לא לערוך!! - גיבוי של טקסטים מ,rm57.sc,5,vent shaft,פיר אוורור,
 לא לערוך!! - גיבוי של טקסטים מ,rm57.sc,6,A large vent shaft protrudes from the left wall of the laundry room.,פיר אוורור גדול בולט מן כותלו השמאלי של חדר הכביסה.,
 לא לערוך!! - גיבוי של טקסטים מ,rm57.sc,7,shadows,צללים,
 לא לערוך!! - גיבוי של טקסטים מ,rm57.sc,8,"Various pipes, ducts and other innocuous pieces of equipment form pronounced shadows throughout the room.","מגוון צינורות, תעלות ושאר פריטי ציוד בלתי מזיקים יוצרים משחק צללים ברחבי החדר.",
 לא לערוך!! - גיבוי של טקסטים מ,rm57.sc,9,storage room,חדר אחסון,
 לא לערוך!! - גיבוי של טקסטים מ,rm57.sc,10,"This room is similar to the storage room, with a large machine installed in one bulkhead.","החדר הזה דומה לחדר האחסון, עם מכונה גדולה מותקנת באחת הדפנות.",
 לא לערוך!! - גיבוי של טקסטים מ,rm57.sc,11,storage room,חדר אחסון,
 לא לערוך!! - גיבוי של טקסטים מ,rm57.sc,12,"This room is similar to the storage room, with a large machine installed in one bulkhead.","החדר הזה דומה לחדר האחסון, עם מכונה גדולה מותקנת באחת הדפנות.",
 לא לערוך!! - גיבוי של טקסטים מ,rm57.sc,13,storage room,חדר אחסון,
 לא לערוך!! - גיבוי של טקסטים מ,rm57.sc,14,"This room is similar to the storage room, with a large machine installed in one bulkhead.","החדר הזה דומה לחדר האחסון, עם מכונה גדולה מותקנת באחת הדפנות.",
 לא לערוך!! - גיבוי של טקסטים מ,rm57.sc,15,washing machine,מכונת כביסה,
 לא לערוך!! - גיבוי של טקסטים מ,rm57.sc,16,This is almost certainly a cheap Sarien knock-off of the genuine Cleanse-O-Matic Rinse 'n Dip used to launder the crew uniforms aboard the Arcada.,לפנינו קרוב לודאי חיקוי סריאני זול של מכונת הטיהורומט שטוף וטבול שתפקידה הוא לכבס את מדי הצוות על סיפון הארקדה.,
 לא לערוך!! - גיבוי של טקסטים מ,rm58.sc,0,Rows of weapons on the wall tell you that you are in the Deltaur's Weapons Dispensary. There is a service droid behind the weapons counter.,שורות של כלי נשק על הקיר מספרים לך כי הגעת אל נשקיית הדלטאור. דרואיד שירות עומד מאחורי הדלפק.,
 לא לערוך!! - גיבוי של טקסטים מ,rm58.sc,1,A gas grenade.,רימון גז.,
 לא לערוך!! - גיבוי של טקסטים מ,rm58.sc,2,A gas grenade.,רימון גז.,
 לא לערוך!! - גיבוי של טקסטים מ,rm58.sc,3,"A robot serves behins the counter. Its appearance is that of a plain and unintelligent droid. But then, looks can be deceiving as in your case.","רובוט נותן שירות מאחורי הדלפק. הוא נראה דרואיד תם שהפיקחות ממנו והלאה. אך עם זאת, מראה יכול להטעות במקרה שלך.",
 לא לערוך!! - גיבוי של טקסטים מ,rm58.sc,4,store room,חדר אחסון,
 לא לערוך!! - גיבוי של טקסטים מ,rm58.sc,5,counter top,ראש הדלפק,
 לא לערוך!! - גיבוי של טקסטים מ,rm58.sc,6,"This is a long S-shaped counter top that runs from one end of the armory to the other. At one end there is an opening, probably used to allow access to the other side of counter.","דלפק פתלתול וארוך משתרע מקצהו האחד של מחסן הנשק אל קצהו השני. באחד הקצוות ישנו פתח, המספק גישה אל עברו השני של הדלפק.",
 לא לערוך!! - גיבוי של טקסטים מ,rm58.sc,7,counter top openning,פתח בדלפק,
 לא לערוך!! - גיבוי של טקסטים מ,rm58.sc,8,This is an opening in the counter used to gain access behind the counter.,זהו פתח בדלפק המאפשר גישה אל מאחורי הדלפק.,
 לא לערוך!! - גיבוי של טקסטים מ,rm58.sc,9,shadows,צללים,
 לא לערוך!! - גיבוי של טקסטים מ,rm58.sc,10,"Various pipes, ducts and other innocuous pieces of equipment form pronounced shadows throughout the room.","מגוון צינורות, תעלות ושאר פריטי ציוד בלתי מזיקים יוצרים משחק צללים ברחבי החדר.",
 לא לערוך!! - גיבוי של טקסטים מ,rm59.sc,0,You're in a hallway on the upper level of the Deltaur.,אתה בפרוזדור המפלס העליון על הדלטאור.,
 לא לערוך!! - גיבוי של טקסטים מ,rm59.sc,1,This is an elevator to one of the lower levels.,מעלית זו יורדת אל אחד מהמפלסים התחתונים.,
 לא לערוך!! - גיבוי של טקסטים מ,rm59.sc,2,This is an elevator to one of the upper levels.,מעלית זו עולה אל אחד מהמפלסים העליונים.,
 לא לערוך!! - גיבוי של טקסטים מ,rm59.sc,3,elevator door,דלת מעלית,
 לא לערוך!! - גיבוי של טקסטים מ,rm59.sc,4,elevator door,דלת מעלית,
 לא לערוך!! - גיבוי של טקסטים מ,rm59.sc,5,A neat gizmo,מכשיר מגניב,
 לא לערוך!! - גיבוי של טקסטים מ,rm59.sc,6,A panel of flashing lights.,לוח עם מנורות מהבהבות.,
 לא לערוך!! - גיבוי של טקסטים מ,rm59.sc,7,gold machine,מכונה מוזהבת,
 לא לערוך!! - גיבוי של טקסטים מ,rm59.sc,8,It's an expensive-looking machine that goes `ping.',זוהי מכונה יוקרתית למראה שעושה 'פינג'.,
 לא לערוך!! - גיבוי של טקסטים מ,rm59.sc,9,blue speaker,רמקול כחול,
 לא לערוך!! - גיבוי של טקסטים מ,rm59.sc,10,"It does sort of look like a speaker, doesn't it. But it isn't.","זה נראה כמו סוג של רמקול, אין ספק. אבל זה לא.",
 לא לערוך!! - גיבוי של טקסטים מ,rm59.sc,11,purple egg thing,חפץ ביצתי סגול,
 לא לערוך!! - גיבוי של טקסטים מ,rm59.sc,12,It seems obvious to you that Wally Wood did some time designing Sarien hardware.,נראה לך די ברור שוואלי ווד השקיע שעות רבות בעיצוב הציוד הסרייאני.,
 לא לערוך!! - גיבוי של טקסטים מ,rm59.sc,13,that radio thing,הדבר הרדיופוני הזה,
 לא לערוך!! - גיבוי של טקסטים מ,rm59.sc,14,It's either a mega-frequency wide band spectrofonic analyzer module or one of those really old table model radios.,או שזו יחידת ניתוח ספקטרופונית בעלת מגה-תדר בפס רחב או שזה סתם שולחן רדיו ישן.,
 לא לערוך!! - גיבוי של טקסטים מ,rm59.sc,15,generator,גנרטור,
 לא לערוך!! - גיבוי של טקסטים מ,rm59.sc,16,Printed near the bottom in tiny precise letters are the words: Oda Generator - model EC-54 - Deltaur backup unit #1.,בסמוך לתחתית הודפסו באותיות זעירות ומוקפדות המילים הבאות: גנרטור אודה - מודל EC-54 - יחידת גיבוי #1 - דלטאור.,
 לא לערוך!! - גיבוי של טקסטים מ,rm59.sc,17,various machines,מכונות שונות ומשונות,
 לא לערוך!! - גיבוי של טקסטים מ,rm59.sc,18,various machines,מכונות שונות ומשונות,
 לא לערוך!! - גיבוי של טקסטים מ,rm59.sc,19,row-o-lights,שורת מנורות,
